laughter		50.24	52.16	1.92	
laughter		54.2	55.88	1.68	
laughter		70.52	72.44	1.92	
laughter		81.92	83.24	1.32	
laughter		86.88	88.4	1.52	
laughter		91.48	92.36	0.88	
laughter		107.04	107.56	0.52	
laughter		127.2	130.16	2.96	
laughter		141.6	143.68	2.08	
laughter		156.32	157.84	1.52	
laughter		159.24	160.28	1.04	
laughter		167.6	170.44	2.84	
laughter		194.76	195.32	0.56	
laughter		218.04	218.84	0.8	
laughter		232.84	234.84	2.0	
laughter		243.16	243.92	0.76	
laughter		247.08	248.56	1.48	
laughter		276.08	277.6	1.52	
laughter		292.12	293.84	1.72	
laughter		303.44	305.0	1.56	
laughter		310.52	312.2	1.68	
laughter		314.52	316.04	1.52	
laughter		338.04	339.2	1.16	
applause		11.16	21.6	10.44	
applause		23.56	40.2	16.64	
applause		64.6	69.52	4.92	
applause		130.72	134.96	4.24	
applause		150.12	153.0	2.88	
applause		170.48	177.64	7.16	
applause		235.04	240.92	5.88	
applause		249.28	252.56	3.28	
applause		278.32	283.16	4.84	
applause		292.52	298.0	5.48	
applause		338.6	339.8	1.2	
applause		340.48	344.12	3.64	
applause		346.28	355.28	9.0	
applause		358.04	362.84	4.8	
applause		364.52	372.16	7.64	
