laughter		24.425	26.785	2.36	
laughter		35.15	38.011	2.861	
laughter		38.48	40.01	1.53	
laughter		50.85	53.295	2.445	
laughter		61.465	63.12	1.655	
laughter		64.795	66.335	1.54	
laughter		71.496	73.521	2.025	
laughter		88.645	91.247	2.602	
laughter		92.235	93.501	1.266	
laughter		100.863	102.082	1.219	
laughter		106.404	107.797	1.393	
laughter		115.782	116.777	0.995	
laughter		119.311	120.865	1.554	
laughter		141.366	144.653	3.287	
laughter		151.526	153.58	2.054	
laughter		158.832	162.359	3.527	
laughter		170.293	172.56	2.267	
laughter		184.68	185.053	0.373	
laughter		191.433	192.039	0.606	
laughter		200.046	201.366	1.32	
laughter		202.466	203.646	1.18	
laughter		204.946	205.739	0.793	
laughter		211.126	212.253	1.127	
laughter		217.846	219.759	1.913	
laughter		222.672	223.332	0.66	
laughter		224.773	226.193	1.42	
laughter		227.093	228.233	1.14	
laughter		236.38	239.933	3.553	
laughter		243.493	245.679	2.186	
laughter		250.719	252.479	1.76	
laughter		266.326	271.393	5.067	
laughter		277.275	277.603	0.328	
laughter		287.693	288.8	1.107	
laughter		295.298	296.681	1.383	
laughter		298.753	299.706	0.953	
laughter		308.292	310.232	1.94	
laughter		311.253	314.753	3.5	
laughter		321.739	325.506	3.767	
laughter		334.168	335.112	0.944	
laughter		338.588	339.395	0.807	
laughter		340.952	341.906	0.954	
laughter		349.226	350.28	1.054	
laughter		351.306	353.066	1.76	
laughter		357.693	359.073	1.38	
laughter		369.32	371.64	2.32	
laughter		376.837	377.948	1.111	
laughter		383.126	384.021	0.895	
laughter		388.346	391.386	3.04	
laughter		393.519	397.092	3.573	
laughter		409.319	411.333	2.014	
laughter		420.986	421.652	0.666	
laughter		424.266	428.352	4.086	
laughter		429.226	431.032	1.806	
applause		4.38	11.61	7.23	
applause		13.58	17.12	3.54	
applause		51.995	59.7	7.705	
applause		120.48	125.313	4.833	
applause		325.613	330.733	5.12	
applause		410.999	415.973	4.974	
